date,source,supply_side,demand_side,financial_risk,geopolitical_risk,esg_regulation,natural_factor
2013-11-11,Thomson_Reuters,1,0,0,0,0,1
2018-09-28,Thomson_Reuters,0,0,0,0,0,1
2010-08-02,Thomson_Reuters,0,0,0,0,0,1
2019-02-18,Thomson_Reuters,0,0,0,0,0,1
2010-10-12,Thomson_Reuters,1,0,0,0,0,2
2013-11-11,Thomson_Reuters,1,0,1,0,0,1
2018-12-28,Thomson_Reuters,0,0,0,0,0,1
2010-11-10,Thomson_Reuters,0,0,0,0,0,1
2016-11-02,Thomson_Reuters,0,0,0,0,0,1
2016-11-14,Thomson_Reuters,0,0,0,0,0,1
2018-02-06,Thomson_Reuters,0,0,0,0,0,1
2010-01-08,Thomson_Reuters,0,0,0,0,0,1
2017-04-05,Thomson_Reuters,0,0,0,0,0,1
2013-02-28,Thomson_Reuters,0,0,1,0,0,1
2019-04-29,Thomson_Reuters,0,0,0,0,0,1
2014-12-31,Thomson_Reuters,1,0,1,0,0,1
2018-03-21,Thomson_Reuters,1,0,0,0,0,1
2013-02-21,Thomson_Reuters,1,0,0,0,0,1
2019-03-28,Thomson_Reuters,1,0,0,0,0,1
2017-05-30,Thomson_Reuters,0,0,1,0,0,1
2010-09-08,Thomson_Reuters,0,0,1,0,0,1
2014-09-04,Thomson_Reuters,1,0,0,0,0,1
2019-04-17,Thomson_Reuters,0,0,0,0,0,1
2012-11-05,Thomson_Reuters,0,0,2,0,0,2
2018-05-09,Thomson_Reuters,0,0,0,0,0,1
2013-03-04,Thomson_Reuters,0,0,0,0,0,1
2015-02-17,Thomson_Reuters,0,0,1,0,0,1
2014-12-31,Thomson_Reuters,0,0,0,0,0,1
2018-10-16,Thomson_Reuters,3,0,0,0,0,1
2012-02-10,Thomson_Reuters,1,0,0,0,0,1
2012-02-22,Thomson_Reuters,1,0,0,0,0,1
2018-10-22,Thomson_Reuters,0,0,0,0,0,1
2013-01-14,Thomson_Reuters,1,1,1,0,0,1
2012-10-19,Thomson_Reuters,1,0,0,0,0,1
2012-09-05,Thomson_Reuters,0,0,0,0,0,1
2013-10-01,Thomson_Reuters,2,0,0,0,0,1
2015-02-17,Thomson_Reuters,0,0,1,0,0,1
2012-08-17,Thomson_Reuters,0,0,1,0,0,1
2013-01-14,Thomson_Reuters,1,0,0,0,0,1
2013-02-26,Thomson_Reuters,0,0,0,0,0,3
2018-07-23,Thomson_Reuters,0,0,0,0,0,1
2013-01-04,Thomson_Reuters,1,0,0,0,0,1
2019-10-17,Thomson_Reuters,0,0,0,0,0,1
2018-07-30,Thomson_Reuters,0,0,0,0,0,1
2010-01-08,Thomson_Reuters,0,0,1,0,0,1
2019-12-12,Thomson_Reuters,0,0,0,0,0,1
2013-07-11,Thomson_Reuters,1,0,0,0,0,1
2015-02-17,Thomson_Reuters,1,0,0,0,0,1
2016-10-07,Thomson_Reuters,0,0,1,0,0,1
2018-06-28,Thomson_Reuters,0,0,1,0,0,1
2018-01-18,Thomson_Reuters,1,0,0,0,0,1
2013-01-14,Thomson_Reuters,1,0,1,0,0,1
2012-11-05,Thomson_Reuters,1,0,0,0,0,2
2014-12-31,Thomson_Reuters,1,0,1,0,0,1
2015-07-03,Thomson_Reuters,1,0,0,0,0,1
2019-09-03,Thomson_Reuters,0,0,0,0,0,1
2013-03-19,Thomson_Reuters,1,0,0,0,0,1
2010-06-08,Thomson_Reuters,1,0,1,0,0,2
2013-01-03,The_Wall_Street_Journal,1,0,0,0,0,1
2013-02-27,Thomson_Reuters,0,0,0,0,0,1
2019-09-17,Thomson_Reuters,0,0,2,0,0,1
2019-05-15,Thomson_Reuters,0,0,1,0,0,1
2012-11-05,Thomson_Reuters,0,0,1,0,0,1
2012-03-04,Thomson_Reuters,1,0,0,0,0,1
2019-10-02,Thomson_Reuters,0,0,0,0,0,1
2019-05-13,Thomson_Reuters,0,0,0,0,0,1
2018-06-14,Thomson_Reuters,0,0,0,0,0,1
2018-02-21,Thomson_Reuters,3,0,0,0,0,1
2015-07-06,Financial_Times,0,0,1,0,0,1
2010-06-05,The_Wall_Street_Journal,1,0,1,0,0,1
2017-12-20,Thomson_Reuters,1,0,0,0,0,1
2018-07-10,Thomson_Reuters,0,0,0,0,0,1
2018-06-04,Thomson_Reuters,0,0,0,0,0,1
2015-07-02,Thomson_Reuters,1,0,0,0,0,1
2012-02-27,Thomson_Reuters,1,0,0,0,0,1
2013-02-22,Thomson_Reuters,1,0,1,0,0,1
2014-12-31,Thomson_Reuters,1,0,1,0,0,1
2012-02-23,Thomson_Reuters,1,0,0,0,0,1
2019-10-28,Thomson_Reuters,0,0,0,0,0,1
2019-06-09,Thomson_Reuters,0,0,0,0,1,1
2012-11-05,Thomson_Reuters,1,1,0,0,0,2
2018-03-20,Thomson_Reuters,0,0,0,0,0,1
2013-11-11,Thomson_Reuters,1,0,0,0,0,1
2013-07-25,Thomson_Reuters,1,0,0,0,0,1
2010-09-08,Thomson_Reuters,0,0,0,0,0,1
2013-11-11,Thomson_Reuters,1,0,1,0,0,1
2012-04-11,Thomson_Reuters,1,0,0,0,0,1
2018-01-16,Thomson_Reuters,1,0,0,0,0,1
2015-01-10,Thomson_Reuters,1,0,0,0,0,1
2015-05-20,Thomson_Reuters,1,0,0,0,0,1
2011-06-29,Thomson_Reuters,0,0,0,0,0,1
2010-06-08,Thomson_Reuters,0,0,1,0,0,1
2017-10-04,Thomson_Reuters,0,0,0,0,0,1
2010-07-19,Thomson_Reuters,1,0,0,0,0,1
2018-04-30,Thomson_Reuters,0,0,0,0,0,1
2018-04-18,Thomson_Reuters,0,0,0,0,0,1
2013-11-11,Thomson_Reuters,1,0,1,0,0,1
2018-02-20,Thomson_Reuters,0,0,0,0,0,1
2013-02-05,Thomson_Reuters,1,0,0,0,0,1
2015-05-21,Thomson_Reuters,1,0,0,0,0,1
2019-07-25,Thomson_Reuters,0,0,0,0,0,1
2010-10-12,Thomson_Reuters,1,0,0,0,0,2
2010-08-02,Thomson_Reuters,0,0,0,0,0,1
2018-08-14,Thomson_Reuters,0,0,0,0,0,1
2013-01-14,Thomson_Reuters,1,0,0,0,0,1
2018-09-21,Thomson_Reuters,0,0,0,0,0,1
2018-06-27,Thomson_Reuters,0,0,0,0,0,1
2013-02-04,Thomson_Reuters,0,0,1,0,0,1
2012-11-05,Thomson_Reuters,0,0,0,0,0,2
2017-06-13,Thomson_Reuters,0,0,0,0,0,1
2015-02-17,Thomson_Reuters,0,0,0,0,0,1
2012-04-12,Thomson_Reuters,2,0,0,0,1,1
2012-02-28,Thomson_Reuters,1,0,0,0,0,1
2014-09-04,Thomson_Reuters,1,0,0,0,0,1
2010-09-08,Thomson_Reuters,0,0,0,0,0,1
2012-09-05,Thomson_Reuters,1,0,0,0,0,1
2019-03-11,Thomson_Reuters,0,0,0,0,0,1
2015-02-17,Thomson_Reuters,0,0,0,0,0,1
2018-10-22,Thomson_Reuters,0,0,1,0,0,1
2013-07-26,Thomson_Reuters,1,0,0,1,0,1
2019-01-17,Thomson_Reuters,0,0,0,0,0,1
2012-02-23,Thomson_Reuters,1,0,0,0,0,1
2014-09-05,Thomson_Reuters,1,0,0,0,0,1
2017-02-23,Thomson_Reuters,0,0,0,0,0,1
2018-01-19,Thomson_Reuters,1,0,0,0,0,1
2010-04-30,Thomson_Reuters,1,0,0,0,0,1
2015-10-05,Thomson_Reuters,1,0,0,0,0,1
2010-09-14,Thomson_Reuters,0,0,0,0,0,1
2018-07-16,Thomson_Reuters,0,0,0,0,0,1
2018-03-08,Thomson_Reuters,0,0,0,0,0,1
2018-09-04,Thomson_Reuters,0,0,0,0,0,1
2010-09-15,Thomson_Reuters,0,0,1,0,0,1
2015-02-17,Thomson_Reuters,0,0,1,0,0,1
2018-02-06,Thomson_Reuters,0,0,0,0,0,1
2017-03-16,Thomson_Reuters,0,0,0,0,0,1
2017-08-16,Thomson_Reuters,1,0,0,0,0,1
2010-05-20,The_Wall_Street_Journal,2,0,0,0,0,1
2019-07-15,Thomson_Reuters,0,0,0,0,0,1
2015-07-03,Thomson_Reuters,1,0,0,0,0,1
2011-06-29,Thomson_Reuters,0,0,0,0,0,1
2009-11-02,Thomson_Reuters,0,0,0,0,0,1
2012-01-27,Thomson_Reuters,0,0,1,0,0,1
2014-09-05,Thomson_Reuters,1,0,0,0,0,1
2011-12-15,Thomson_Reuters,3,0,0,1,0,1
2010-06-23,Thomson_Reuters,1,0,1,0,0,1
2011-06-29,Thomson_Reuters,0,0,0,0,0,1
2019-05-14,Thomson_Reuters,0,0,0,0,0,1
2019-03-11,Thomson_Reuters,0,0,0,0,0,1
2018-09-04,Thomson_Reuters,1,0,0,0,0,1
2010-04-30,Thomson_Reuters,1,0,0,0,0,1
2012-11-05,Thomson_Reuters,1,0,1,0,0,1
2018-02-07,Thomson_Reuters,1,0,0,0,0,1
2018-09-12,Thomson_Reuters,0,0,0,0,0,1
2017-02-09,Thomson_Reuters,0,0,0,0,0,1
2013-10-01,Thomson_Reuters,1,0,1,0,0,1
2012-08-28,Thomson_Reuters,2,0,0,0,1,1
2019-01-23,Thomson_Reuters,0,0,1,0,0,1
2019-05-15,Thomson_Reuters,0,0,0,0,0,1
2010-04-30,Thomson_Reuters,1,0,0,0,0,1
2012-09-12,Thomson_Reuters,1,0,0,0,0,1
2012-02-13,Thomson_Reuters,1,0,0,0,0,1
2018-07-31,Thomson_Reuters,0,0,0,0,0,1
2010-11-18,The_Wall_Street_Journal,1,0,0,0,0,1
2012-04-19,Thomson_Reuters,1,0,0,0,1,1
2017-10-17,Thomson_Reuters,0,0,0,0,0,1
2013-02-26,Thomson_Reuters,1,0,0,0,0,2
2017-10-04,Thomson_Reuters,0,0,1,0,0,1
2012-11-16,Thomson_Reuters,1,0,0,0,0,1
2010-06-23,Thomson_Reuters,1,0,1,0,0,1
2012-08-29,Thomson_Reuters,0,0,0,0,0,2
2018-02-15,Thomson_Reuters,0,0,0,0,0,1
2017-09-22,Thomson_Reuters,0,0,1,0,0,1
2018-07-17,Thomson_Reuters,0,0,0,0,0,1
2010-09-15,Thomson_Reuters,0,0,1,0,0,1
2017-04-24,Thomson_Reuters,0,0,0,0,0,1
2018-09-04,Thomson_Reuters,0,0,0,0,0,1
2013-03-05,Thomson_Reuters,0,0,0,0,0,2
2013-02-15,Thomson_Reuters,0,0,0,0,0,1
2013-01-14,Thomson_Reuters,1,1,1,0,0,1
2019-02-11,Thomson_Reuters,0,0,0,0,0,1
2018-10-22,Thomson_Reuters,0,0,0,0,0,1
2017-10-26,Thomson_Reuters,0,0,0,0,0,1
2016-11-29,Thomson_Reuters,0,0,1,0,0,1
2012-04-11,Thomson_Reuters,0,0,0,0,0,1
2014-12-31,Thomson_Reuters,0,0,0,0,0,1
2018-07-31,Thomson_Reuters,1,0,0,0,0,1
2015-07-02,Thomson_Reuters,1,0,0,0,0,1
2019-01-23,Thomson_Reuters,0,0,0,0,0,1
2018-10-29,Thomson_Reuters,0,0,0,0,0,1
2019-07-29,Thomson_Reuters,1,0,0,0,0,1
2012-10-11,Thomson_Reuters,1,0,0,0,0,1
2017-08-02,Thomson_Reuters,0,0,0,0,0,1
2017-02-24,Thomson_Reuters,0,0,0,0,0,1
2017-05-03,Thomson_Reuters,0,0,0,0,0,1
2018-03-08,Thomson_Reuters,1,0,0,0,0,1
2010-01-08,Thomson_Reuters,0,0,1,0,0,1
2014-12-31,Thomson_Reuters,0,0,0,0,0,1
2018-10-08,Thomson_Reuters,1,0,0,0,0,1
2013-01-14,Thomson_Reuters,1,0,0,0,0,1
2018-07-16,Thomson_Reuters,1,0,0,0,0,1
2013-03-03,The_Wall_Street_Journal,1,0,0,0,0,1
2018-07-31,Thomson_Reuters,0,0,0,0,0,1
2018-09-04,Thomson_Reuters,1,0,0,0,0,1
2012-11-05,Thomson_Reuters,0,0,1,0,0,1
2010-09-08,Thomson_Reuters,0,0,1,0,0,1
2012-04-16,Thomson_Reuters,1,0,0,0,0,1
2010-08-02,Thomson_Reuters,0,0,0,0,0,2
2018-02-20,Thomson_Reuters,1,0,0,0,0,1
2011-04-15,Thomson_Reuters,1,0,0,0,0,1
2018-09-05,Thomson_Reuters,1,0,0,0,0,1
2011-12-20,Thomson_Reuters,0,0,0,0,0,1
2019-01-23,Thomson_Reuters,0,0,0,0,0,1
2019-02-18,Thomson_Reuters,0,0,0,0,0,1
2018-09-04,Thomson_Reuters,0,0,0,0,0,1
2012-09-10,Thomson_Reuters,1,0,0,0,0,1
2017-07-25,Thomson_Reuters,0,0,0,0,0,1
2010-06-23,Thomson_Reuters,1,0,1,0,0,1
2018-07-10,Thomson_Reuters,0,0,1,0,0,1
2010-08-02,Thomson_Reuters,0,0,0,0,0,2
2019-09-23,Thomson_Reuters,0,0,0,0,0,1
2013-04-22,Thomson_Reuters,1,0,0,1,0,1
2021-09-28,Thomson_Reuters,0,0,0,0,1,1
2015-05-15,Thomson_Reuters,0,0,0,1,1,2
2018-09-28,Thomson_Reuters,0,0,0,0,0,1
2023-06-05,Thomson_Reuters,0,0,0,0,0,1
2022-11-07,New_Strait_Times,0,1,0,0,0,1
2023-02-25,Financial_Times,0,0,2,0,0,1
2022-10-25,Viet_Nam_News,1,0,0,0,1,1
2020-09-24,Viet_Nam_News,1,0,0,0,1,1
2020-03-12,The_Wall_Street_Journal,0,0,0,1,0,1
2021-08-07,Financial_Times,1,0,0,1,0,1
2020-02-02,The_Jakarta_Post,0,0,0,0,0,1
2021-09-30,The_Wall_Street_Journal,2,0,0,0,0,2
2020-12-22,Thomson_Reuters,0,0,0,0,0,1
2020-12-11,Viet_Nam_News,1,1,0,0,0,1
2021-12-17,Thomson_Reuters,0,0,0,0,1,1
2020-07-13,Viet_Nam_News,1,0,0,0,0,1
2021-04-02,Viet_Nam_News,1,0,0,0,0,1
2020-01-03,The_Jakarta_Post,0,0,0,1,0,1
2020-03-28,The_Wall_Street_Journal,0,0,0,2,0,1
2020-12-22,Channel_News_Asia,0,0,0,0,0,1
2021-02-10,Viet_Nam_News,1,0,0,0,0,1
2020-10-29,The_Jakarta_Post,0,0,0,0,0,1
2020-07-03,Viet_Nam_News,1,0,0,0,0,1
2021-11-17,The_Wall_Street_Journal,2,0,0,0,0,1
2020-03-03,Financial_Times,4,3,7,2,0,2
2021-12-17,Thomson_Reuters,0,0,0,0,1,1
2006-12-23,The_Wall_Street_Journal,0,0,0,0,0,1
2019-08-31,The_Jakarta_Post,0,0,0,0,0,1
2009-08-28,The_Wall_Street_Journal,0,0,0,0,0,1
2017-02-06,The_Jakarta_Post,0,0,0,0,0,1
2011-02-26,The_Wall_Street_Journal,0,0,0,0,0,1
2011-02-27,The_Wall_Street_Journal,0,0,0,0,0,1
2008-11-07,The_Wall_Street_Journal,0,0,1,0,0,1
2017-01-18,The_Wall_Street_Journal,0,0,1,0,0,1
2018-09-28,The_Wall_Street_Journal,0,0,0,0,0,1
2002-01-25,The_Wall_Street_Journal,0,0,1,0,0,1
2009-05-30,The_Wall_Street_Journal,0,0,1,0,0,1
2000-04-05,The_Wall_Street_Journal,0,0,0,0,0,1
2009-11-17,The_Wall_Street_Journal,0,0,1,0,0,1
2016-06-12,The_Jakarta_Post,1,0,0,0,0,1
2016-11-03,The_Wall_Street_Journal,1,0,1,0,0,1
2009-03-21,The_Wall_Street_Journal,0,0,0,0,0,1
2017-10-05,Viet_Nam_News,0,0,0,0,0,1
2017-01-19,The_Wall_Street_Journal,0,0,1,0,0,1
2001-11-16,The_Wall_Street_Journal,0,0,0,1,0,1
2010-06-04,The_Wall_Street_Journal,0,0,0,0,0,1
2009-08-20,The_Wall_Street_Journal,0,0,0,0,0,1
2000-05-12,The_Wall_Street_Journal,0,0,0,0,0,1
2007-11-30,The_Wall_Street_Journal,0,0,0,0,0,1
2008-05-28,The_Wall_Street_Journal,0,0,0,0,0,1
2017-02-14,The_Jakarta_Post,0,0,0,0,0,1
2009-08-27,The_Wall_Street_Journal,0,0,0,0,0,1
2010-03-17,The_Wall_Street_Journal,0,0,1,0,0,1
2009-07-16,The_Wall_Street_Journal,0,0,0,0,0,1
2019-08-03,Financial_Times,0,0,2,0,0,1
2004-03-10,The_Wall_Street_Journal,0,0,0,0,0,1
2010-11-06,The_Wall_Street_Journal,0,0,1,0,0,1
2009-12-09,The_Wall_Street_Journal,0,0,1,0,0,1
2008-10-11,The_Wall_Street_Journal,0,0,0,0,0,1
2002-02-20,The_Wall_Street_Journal,0,0,0,0,0,1
2007-07-05,The_Wall_Street_Journal,0,0,0,0,0,1
2017-02-01,Thomson_Reuters,0,0,0,0,0,1
2009-11-10,The_Wall_Street_Journal,0,0,0,0,0,1
2012-04-23,The_Wall_Street_Journal,0,0,0,0,0,1
2023-11-04,New_Strait_Times,0,0,0,0,0,2
2016-01-25,Thomson_Reuters,1,0,2,0,0,2
2016-01-25,Thomson_Reuters,1,0,2,0,0,2
2023-05-12,Thomson_Reuters,4,0,0,0,0,1
2023-02-14,Thomson_Reuters,0,0,1,0,0,1
2022-01-20,Thomson_Reuters,2,0,1,0,0,1
2022-01-20,Thomson_Reuters,0,0,1,0,0,1
2023-03-31,Thomson_Reuters,2,0,0,0,0,1
2020-11-30,Thomson_Reuters,2,0,0,0,0,1
2021-02-26,Thomson_Reuters,2,0,0,0,1,1
2020-12-01,The_Business_Times,2,0,0,0,0,1
2020-11-30,Channel_News_Asia,2,0,0,0,0,1
2021-11-23,Thomson_Reuters,0,0,0,0,1,1
2021-02-04,Thomson_Reuters,1,0,0,0,0,1
2021-06-02,Thomson_Reuters,2,0,0,0,0,1
2021-02-26,Thomson_Reuters,2,0,0,0,1,1
2021-11-19,Thomson_Reuters,0,0,1,0,0,1
2021-06-02,Thomson_Reuters,2,0,1,0,0,1
2018-01-12,Thomson_Reuters,1,0,0,0,0,1
2017-08-14,Thomson_Reuters,0,0,0,0,0,1
2019-10-30,Thomson_Reuters,2,0,0,0,0,1
2015-06-29,Thomson_Reuters,1,0,0,0,1,2
2014-08-12,Thomson_Reuters,0,0,0,0,0,1
2023-06-16,Thomson_Reuters,3,0,0,0,0,1
2023-06-23,Thomson_Reuters,3,0,0,0,0,1
2016-12-13,Thomson_Reuters,0,0,1,0,0,1
2017-01-23,Thomson_Reuters,0,0,2,0,0,1
2016-12-15,Thomson_Reuters,0,0,0,0,0,1
2016-12-08,Thomson_Reuters,4,0,1,0,0,1
2022-01-24,Thomson_Reuters,2,0,2,0,0,1
2022-07-22,Thomson_Reuters,1,1,0,1,0,1
2022-04-22,Thomson_Reuters,0,0,2,0,0,1
2022-04-22,Thomson_Reuters,0,0,2,0,0,1
2022-07-20,Thomson_Reuters,1,1,1,1,0,1
2022-03-01,Thomson_Reuters,0,0,0,1,0,1
2022-07-22,Thomson_Reuters,3,0,1,1,0,1
2022-04-20,Thomson_Reuters,1,0,1,0,0,1
2022-04-25,Thomson_Reuters,0,0,2,0,0,1
2022-01-21,Thomson_Reuters,3,0,0,1,0,1
2022-04-25,Thomson_Reuters,0,0,1,0,0,1
2022-03-19,Thomson_Reuters,0,0,0,1,0,1
2022-04-25,Thomson_Reuters,0,1,2,0,0,1
2022-09-14,Thomson_Reuters,1,1,0,0,0,1
2022-04-22,Thomson_Reuters,0,0,2,0,0,1
2022-01-27,The_Wall_Street_Journal,7,1,0,1,0,2
2022-03-07,The_Wall_Street_Journal,0,2,3,1,0,1
2022-07-23,The_Wall_Street_Journal,2,3,0,0,0,1
2021-07-22,Thomson_Reuters,0,0,0,0,0,1
2021-07-21,Thomson_Reuters,0,0,0,0,0,1
2021-07-09,Thomson_Reuters,1,1,0,0,0,5
2020-03-03,The_Wall_Street_Journal,1,0,1,0,0,1
2020-07-24,Channel_News_Asia,1,0,1,0,0,1
2020-01-17,Thomson_Reuters,0,1,0,1,0,1
2021-06-21,Thomson_Reuters,0,0,1,0,0,1
2021-10-22,Thomson_Reuters,2,1,1,0,0,2
2020-01-21,Thomson_Reuters,4,0,1,0,0,1
2020-01-17,Thomson_Reuters,0,1,0,1,0,1
2021-08-30,Thomson_Reuters,0,1,0,0,0,1
2021-09-01,Thomson_Reuters,1,0,1,0,0,1
2021-09-02,Thomson_Reuters,0,1,0,0,0,2
2021-09-02,Thomson_Reuters,0,1,1,0,0,1
2020-01-17,Thomson_Reuters,0,1,0,1,0,1
2021-08-16,Thomson_Reuters,0,0,0,0,0,1
2021-07-09,Thomson_Reuters,0,0,0,0,0,1
2020-10-17,Channel_News_Asia,0,0,0,0,0,1
2021-09-01,Thomson_Reuters,1,0,1,0,0,1
2021-09-02,Thomson_Reuters,0,1,0,0,0,1
2021-10-22,Thomson_Reuters,2,1,1,0,0,2
2020-04-17,Thomson_Reuters,0,0,0,0,0,1
2021-07-07,Thomson_Reuters,0,1,0,0,0,1
2021-07-21,Thomson_Reuters,0,1,0,0,0,1
2021-08-26,Thomson_Reuters,0,0,0,0,0,1
2020-07-24,Thomson_Reuters,0,0,0,0,0,1
2021-06-29,Thomson_Reuters,0,1,0,0,0,1
2021-09-02,Thomson_Reuters,0,1,1,0,0,1
2021-08-27,Thomson_Reuters,2,0,0,0,0,1
2020-10-16,Thomson_Reuters,0,0,0,0,0,1
2020-04-26,Thomson_Reuters,0,0,2,0,0,1
2021-04-23,Thomson_Reuters,0,0,0,0,0,1
2020-10-16,Thomson_Reuters,0,0,0,0,0,1
2021-07-23,Thomson_Reuters,0,1,0,0,0,1
2021-05-03,The_Business_Times,0,0,0,0,0,1
2020-04-17,Thomson_Reuters,0,0,0,0,0,1
2020-01-17,Thomson_Reuters,0,1,0,1,0,1
2020-10-27,Thomson_Reuters,2,0,0,0,0,1
2021-08-11,Thomson_Reuters,0,0,0,0,0,2
2020-04-26,Thomson_Reuters,0,0,2,0,0,1
2020-10-21,Thomson_Reuters,0,1,1,0,0,1
2020-01-17,Thomson_Reuters,0,1,0,0,0,1
2021-08-11,Thomson_Reuters,0,0,0,0,0,2
2020-08-28,Thomson_Reuters,0,1,0,0,0,1
2021-07-20,Thomson_Reuters,0,0,0,0,0,1
2021-03-04,Thomson_Reuters,0,0,0,0,0,2
2020-01-22,Thomson_Reuters,1,0,1,0,0,1
2021-02-04,Thomson_Reuters,3,0,0,0,0,1
2020-04-22,Thomson_Reuters,4,0,1,1,0,1
2021-07-16,Thomson_Reuters,0,0,0,0,0,1
2021-02-08,Thomson_Reuters,0,0,0,0,0,1
2020-10-16,Thomson_Reuters,0,0,0,0,0,1
2021-01-22,Thomson_Reuters,0,1,1,0,0,1
2021-07-08,Thomson_Reuters,0,0,0,0,0,1
2020-02-19,Thomson_Reuters,1,0,0,0,0,1
2020-04-22,Thomson_Reuters,2,1,2,0,0,1
2021-10-18,Thomson_Reuters,1,0,0,1,0,1
2021-08-27,Thomson_Reuters,0,0,0,0,0,1
2020-04-01,Thomson_Reuters,0,0,0,0,0,1
2021-07-23,Thomson_Reuters,0,0,1,0,0,1
2021-07-20,Thomson_Reuters,0,0,0,0,0,1
2021-10-22,Thomson_Reuters,0,0,0,0,0,1
2020-04-17,Thomson_Reuters,0,0,0,0,0,1
2021-02-08,Thomson_Reuters,0,0,0,0,0,1
2020-03-17,The_Wall_Street_Journal,3,0,2,0,0,2
2021-08-17,Thomson_Reuters,0,0,0,0,0,1
2020-04-21,Thomson_Reuters,1,0,2,0,0,1
2020-09-08,Thomson_Reuters,0,0,0,0,0,1
2020-07-24,Thomson_Reuters,0,0,0,0,0,1
2020-01-17,Thomson_Reuters,0,1,0,0,0,1
2021-01-22,Thomson_Reuters,0,0,0,0,0,1
2020-10-19,Thomson_Reuters,1,0,0,0,0,1
2021-07-23,Thomson_Reuters,0,0,0,0,0,1
2021-08-17,Thomson_Reuters,0,0,0,0,0,1
2021-08-23,Thomson_Reuters,0,2,0,0,0,1
2021-03-24,Thomson_Reuters,0,1,0,0,0,1
2021-08-18,Thomson_Reuters,0,1,0,0,0,1
2021-08-13,Thomson_Reuters,1,0,0,0,0,1
2021-08-27,Thomson_Reuters,0,0,0,0,0,1
2021-10-18,Thomson_Reuters,1,1,0,1,0,1
2021-10-18,Thomson_Reuters,1,1,0,1,0,1
2020-07-29,Thomson_Reuters,1,1,0,0,0,1
2020-01-17,Thomson_Reuters,0,1,0,0,0,1
2021-08-09,Thomson_Reuters,0,0,0,0,0,1
2021-07-19,Thomson_Reuters,0,1,1,0,0,1
2020-10-16,Thomson_Reuters,0,0,0,0,0,1
2021-07-23,Thomson_Reuters,1,0,0,0,0,1
2021-07-20,Thomson_Reuters,0,0,0,0,0,1
2020-09-08,Thomson_Reuters,0,0,0,0,0,1
2021-08-09,Thomson_Reuters,0,0,0,0,0,1
2021-07-22,Thomson_Reuters,0,0,0,0,0,1
2020-09-10,Thomson_Reuters,3,0,0,0,0,1
2021-09-10,Thomson_Reuters,1,0,0,0,0,1
2021-10-07,Thomson_Reuters,1,1,0,0,0,1
2020-07-24,Thomson_Reuters,1,0,1,0,0,1
2021-04-23,Thomson_Reuters,1,0,1,0,0,1
2021-07-20,Thomson_Reuters,2,0,1,0,0,1
2021-04-26,Thomson_Reuters,0,1,0,0,1,1
2021-08-23,Thomson_Reuters,0,3,0,0,0,1
2017-12-15,Thomson_Reuters,5,0,2,0,0,1
2014-04-12,Thomson_Reuters,1,0,1,0,0,1
2016-10-31,Thomson_Reuters,1,0,0,0,0,1
2019-09-04,Thomson_Reuters,0,0,0,0,0,1
2019-04-22,Thomson_Reuters,3,0,0,0,0,1
2019-02-10,Thomson_Reuters,1,0,0,1,0,1
2019-12-31,Thomson_Reuters,0,1,0,0,0,1
2014-06-14,Thomson_Reuters,1,0,1,0,0,1
2019-04-16,The_Wall_Street_Journal,0,0,0,0,0,2
2019-04-18,Thomson_Reuters,2,0,1,0,0,1
2016-05-02,Thomson_Reuters,1,0,0,0,0,1
2015-04-16,Thomson_Reuters,1,0,0,0,0,1
2019-01-15,Thomson_Reuters,0,1,0,0,0,1
2018-09-05,Thomson_Reuters,0,0,0,0,0,1
2017-06-28,Thomson_Reuters,1,0,0,0,0,1
2017-07-20,Thomson_Reuters,0,0,0,0,0,1
2012-04-20,Thomson_Reuters,0,0,1,0,0,1
2018-04-20,Thomson_Reuters,0,0,0,0,0,1
2012-04-20,Thomson_Reuters,0,0,1,0,0,1
2012-05-31,Thomson_Reuters,0,1,0,0,0,1
2012-04-20,Thomson_Reuters,0,0,1,0,0,1
2014-04-11,Thomson_Reuters,1,0,1,0,0,1
2019-01-18,Thomson_Reuters,0,0,0,0,0,1
2019-04-18,Thomson_Reuters,0,0,0,0,0,2
2012-05-31,Thomson_Reuters,0,1,0,0,0,1
2014-11-17,Thomson_Reuters,0,0,0,0,0,1
2014-11-21,Thomson_Reuters,3,0,0,0,0,1
2019-03-27,Thomson_Reuters,1,0,0,0,0,1
2015-07-10,Thomson_Reuters,0,0,0,0,0,1
2019-04-22,Thomson_Reuters,0,0,0,0,0,1
2017-07-03,Thomson_Reuters,0,0,0,0,0,1
2017-06-02,Thomson_Reuters,0,0,0,0,0,1
2014-05-26,Thomson_Reuters,0,0,1,0,0,1
2019-07-21,Thomson_Reuters,0,0,4,0,0,1
2019-04-22,Thomson_Reuters,0,0,0,0,0,1
2017-09-29,Thomson_Reuters,0,0,2,0,0,1
2017-04-21,Thomson_Reuters,1,0,0,0,0,1
2015-07-22,Thomson_Reuters,0,0,0,0,0,1
2018-06-22,Thomson_Reuters,1,0,0,0,0,1
2015-03-27,Thomson_Reuters,0,0,0,0,0,1
2017-07-27,Thomson_Reuters,0,0,0,0,0,1
2014-11-14,Thomson_Reuters,1,0,0,0,0,1
2019-01-18,Thomson_Reuters,0,0,0,0,0,1
2019-10-21,Thomson_Reuters,3,0,1,0,0,1
2014-02-08,Thomson_Reuters,0,0,1,0,0,1
2019-07-19,Thomson_Reuters,0,0,1,0,0,1
