date,source,supply_side,demand_side,financial_risk,geopolitical_risk,esg_regulation,natural_factor
2012-03-16,The_Wall_Street_Journal,0,0,0,0,0,1
2017-12-13,The_Wall_Street_Journal,0,0,1,0,0,1
2019-06-24,Financial_Times,0,0,0,0,0,2
2016-05-30,The_Wall_Street_Journal,0,0,0,0,0,1
2012-10-28,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-07,Financial_Times,0,0,0,0,0,1
2017-08-04,Thomson_Reuters,0,0,0,0,0,1
2005-03-29,The_Wall_Street_Journal,0,0,0,0,0,1
2016-08-24,Thomson_Reuters,0,0,0,0,0,1
2010-12-08,The_Wall_Street_Journal,0,0,0,0,0,1
2017-07-31,Thomson_Reuters,0,0,0,1,0,2
2016-05-25,The_Wall_Street_Journal,0,0,0,0,0,1
2013-04-02,Thomson_Reuters,0,0,1,0,0,1
2013-09-10,Financial_Times,0,0,0,0,0,1
2009-11-24,Thomson_Reuters,0,0,1,0,0,1
2014-07-24,The_Wall_Street_Journal,0,0,0,0,0,1
2019-12-14,Financial_Times,1,0,0,1,0,1
2019-11-25,Financial_Times,0,0,0,0,0,1
2018-04-11,The_Wall_Street_Journal,1,0,2,0,0,1
2015-09-15,Thomson_Reuters,0,0,1,0,0,1
2018-06-01,Thomson_Reuters,0,0,0,0,0,1
2016-10-26,Thomson_Reuters,0,0,0,0,0,1
2013-01-21,The_Wall_Street_Journal,0,0,0,0,0,2
2012-05-23,Thomson_Reuters,0,1,0,0,0,1
2018-01-17,Financial_Times,0,0,0,0,0,1
2015-08-21,Thomson_Reuters,0,0,1,0,0,1
2013-11-27,Thomson_Reuters,0,0,0,0,0,1
2017-11-02,Thomson_Reuters,0,0,0,0,0,1
2014-01-19,The_Wall_Street_Journal,0,0,0,0,0,1
2010-08-20,Thomson_Reuters,2,0,1,0,0,1
2019-11-18,Thomson_Reuters,0,0,0,0,0,1
2008-05-08,The_Wall_Street_Journal,1,1,0,0,0,1
2019-11-29,Financial_Times,0,0,0,0,0,1
2019-11-14,Financial_Times,0,0,0,0,0,1
2012-09-27,Thomson_Reuters,0,1,1,1,0,1
2005-10-25,The_Wall_Street_Journal,0,0,0,0,0,3
2017-08-23,Thomson_Reuters,0,0,0,0,0,1
2019-03-04,The_Wall_Street_Journal,0,0,0,0,0,1
2008-09-25,The_Wall_Street_Journal,0,0,0,0,0,1
2013-05-23,Thomson_Reuters,0,0,1,0,0,1
2013-01-10,Thomson_Reuters,0,0,0,0,0,1
2016-06-23,Thomson_Reuters,1,0,0,0,1,1
2012-11-27,Financial_Times,0,0,1,0,0,3
2008-06-05,The_Wall_Street_Journal,0,2,0,0,0,1
2006-09-23,The_Wall_Street_Journal,0,0,0,0,0,1
2012-07-21,The_Wall_Street_Journal,0,0,0,0,0,1
2015-12-30,The_Jakarta_Post,0,0,0,0,0,1
2017-11-22,Thomson_Reuters,0,0,0,1,0,1
2010-08-24,Thomson_Reuters,0,0,0,0,0,1
2013-05-23,Thomson_Reuters,0,0,0,0,0,1
2002-04-11,The_Wall_Street_Journal,0,0,0,0,0,1
2018-03-07,Financial_Times,0,0,0,0,0,1
2013-01-21,The_Wall_Street_Journal,0,0,0,0,0,1
2014-10-06,Thomson_Reuters,0,0,0,0,0,1
2013-01-11,The_Wall_Street_Journal,0,0,1,0,0,1
2010-08-07,The_Wall_Street_Journal,0,0,0,0,0,2
2002-08-13,The_Wall_Street_Journal,0,0,0,0,0,1
2001-02-09,The_Wall_Street_Journal,0,0,1,0,0,1
2010-12-06,The_Myanmar_Times,0,0,0,0,0,1
2014-01-15,The_Wall_Street_Journal,0,0,0,0,0,1
2016-12-22,The_Wall_Street_Journal,0,0,1,0,0,1
2006-06-08,The_Wall_Street_Journal,0,0,0,0,0,1
2016-09-07,Thomson_Reuters,1,0,1,0,0,1
2019-12-06,New_Strait_Times,0,0,0,0,1,1
2010-08-11,The_Wall_Street_Journal,0,0,0,0,0,1
2010-03-08,Thomson_Reuters,0,0,1,0,0,1
2015-08-11,The_Wall_Street_Journal,0,0,0,0,0,1
2016-09-06,Thomson_Reuters,1,0,1,0,0,1
2015-03-02,Thomson_Reuters,0,0,1,0,0,1
2019-11-13,The_Wall_Street_Journal,0,0,1,0,0,1
2019-05-23,The_Wall_Street_Journal,0,0,0,0,0,1
2016-08-24,The_Wall_Street_Journal,0,0,1,0,0,1
2005-02-04,The_Wall_Street_Journal,0,0,0,0,0,1
2017-10-03,The_Wall_Street_Journal,0,0,0,0,0,1
2004-06-18,The_Wall_Street_Journal,0,0,0,0,0,2
2010-09-29,Thomson_Reuters,0,0,1,0,0,1
2003-12-09,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-07,Financial_Times,0,0,1,0,0,2
2001-10-31,The_Wall_Street_Journal,0,0,0,0,0,1
2002-10-18,The_Wall_Street_Journal,0,0,0,0,0,1
2016-09-18,The_Wall_Street_Journal,0,0,0,0,0,1
2002-07-30,The_Wall_Street_Journal,0,0,0,0,0,1
2000-06-26,The_Wall_Street_Journal,0,0,0,0,0,2
2005-09-14,The_Wall_Street_Journal,1,0,0,0,0,1
2003-04-15,The_Wall_Street_Journal,0,0,0,0,0,1
2012-06-04,Thomson_Reuters,0,0,0,0,0,1
2005-04-20,The_Wall_Street_Journal,0,0,0,0,0,1
2017-07-12,The_Wall_Street_Journal,0,0,0,0,0,1
2017-11-22,Thomson_Reuters,0,0,0,0,0,2
2016-09-08,Thomson_Reuters,0,0,0,0,0,1
2013-11-26,The_Wall_Street_Journal,0,0,2,0,0,1
2019-06-17,Financial_Times,1,0,0,1,0,1
2010-10-15,Financial_Times,0,0,0,0,0,1
2002-08-15,The_Wall_Street_Journal,1,0,1,0,0,1
2001-01-11,The_Wall_Street_Journal,0,0,0,0,0,1
2019-03-26,Thomson_Reuters,0,0,0,0,0,1
2002-03-05,The_Wall_Street_Journal,0,0,0,0,0,1
2019-07-03,Thomson_Reuters,1,0,0,1,0,1
2017-11-30,Thomson_Reuters,0,0,0,0,0,1
2012-10-03,Thomson_Reuters,0,0,1,0,0,1
2010-08-20,Thomson_Reuters,0,0,0,0,0,1
2016-05-25,The_Wall_Street_Journal,0,0,0,0,0,1
2013-11-27,Thomson_Reuters,0,0,0,0,0,1
2019-11-14,Thomson_Reuters,0,0,0,0,0,1
2018-10-23,Financial_Times,0,0,0,0,0,1
2002-01-14,The_Wall_Street_Journal,1,0,1,0,0,3
2005-06-22,The_Wall_Street_Journal,0,0,0,0,0,2
2017-05-25,The_Wall_Street_Journal,0,0,0,0,0,1
2018-01-17,Thomson_Reuters,0,0,0,0,0,1
2018-05-30,Thomson_Reuters,0,0,0,0,0,1
2012-08-23,Thomson_Reuters,0,0,1,0,0,1
2014-10-05,Thomson_Reuters,0,0,0,0,0,1
2018-03-28,The_Wall_Street_Journal,0,0,1,1,0,1
2009-05-07,Thomson_Reuters,0,0,1,0,0,1
2018-09-16,The_Wall_Street_Journal,0,0,0,0,0,1
2009-11-24,Thomson_Reuters,0,0,0,0,0,1
2010-02-15,The_Myanmar_Times,1,0,0,0,0,1
2016-07-07,The_Wall_Street_Journal,0,0,0,0,0,1
2015-09-07,Thomson_Reuters,0,0,0,0,0,1
2016-04-22,The_Wall_Street_Journal,0,0,0,0,0,2
2014-11-26,Thomson_Reuters,0,0,0,0,0,1
2019-11-06,Financial_Times,0,0,0,0,0,1
2014-11-19,The_Wall_Street_Journal,0,1,1,0,0,1
2008-09-09,The_Wall_Street_Journal,0,0,0,0,0,2
2015-10-01,Thomson_Reuters,0,0,0,0,0,1
2007-09-20,The_Wall_Street_Journal,0,0,0,0,0,1
2016-06-19,The_Wall_Street_Journal,0,0,0,0,0,1
2007-09-21,The_Wall_Street_Journal,1,0,1,0,0,2
2019-03-21,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-21,Thomson_Reuters,0,0,0,0,0,1
2018-02-22,The_Wall_Street_Journal,0,0,0,0,0,1
2018-03-25,The_Wall_Street_Journal,0,0,0,0,0,1
2005-02-15,The_Wall_Street_Journal,0,0,0,0,0,2
2012-07-12,Thomson_Reuters,0,0,1,0,0,1
2002-02-26,The_Wall_Street_Journal,0,0,0,0,0,1
2004-01-08,The_Wall_Street_Journal,0,0,0,0,0,1
2017-06-22,The_Wall_Street_Journal,0,0,0,0,0,1
2001-09-06,The_Wall_Street_Journal,0,0,0,0,0,1
2013-09-10,Thomson_Reuters,0,1,0,0,0,1
2014-02-05,The_Wall_Street_Journal,0,0,0,0,0,1
2016-06-02,Financial_Times,0,0,0,1,0,1
2001-01-11,The_Wall_Street_Journal,0,0,0,0,0,1
2009-05-30,The_Wall_Street_Journal,0,0,0,0,0,1
2010-08-27,Thomson_Reuters,0,1,1,0,0,1
2015-10-01,The_Wall_Street_Journal,0,0,0,0,0,1
2011-05-17,Thomson_Reuters,0,1,1,0,0,2
2014-10-12,Financial_Times,0,0,1,0,0,1
2015-10-27,The_Wall_Street_Journal,0,0,0,0,0,1
2012-10-16,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-19,Channel_News_Asia,0,0,0,0,0,1
2017-06-13,The_Wall_Street_Journal,0,0,0,0,0,1
2004-08-27,The_Wall_Street_Journal,0,0,0,0,0,1
2001-09-04,The_Wall_Street_Journal,0,0,0,0,0,1
2009-11-11,Thomson_Reuters,0,0,0,0,0,1
2015-11-26,Thomson_Reuters,0,1,1,0,0,1
2001-10-16,The_Wall_Street_Journal,0,2,0,0,0,2
2016-01-08,Thomson_Reuters,0,0,0,0,0,1
2002-03-06,The_Wall_Street_Journal,0,0,0,0,0,1
2001-08-01,The_Wall_Street_Journal,0,0,0,0,0,1
2013-04-02,Thomson_Reuters,0,1,0,0,0,1
2018-08-23,The_Wall_Street_Journal,0,0,1,0,0,1
2019-06-19,Thomson_Reuters,0,0,0,0,0,1
2009-09-22,Thomson_Reuters,0,0,2,0,0,1
1999-08-13,The_Wall_Street_Journal,0,0,0,0,0,1
2016-08-26,The_Wall_Street_Journal,0,0,0,0,0,1
2002-03-02,The_Wall_Street_Journal,0,0,0,0,0,1
2016-01-12,The_Wall_Street_Journal,0,1,0,0,0,1
2015-11-25,Thomson_Reuters,0,1,1,0,0,1
2019-03-25,Thomson_Reuters,0,0,0,0,0,1
2010-02-18,Thomson_Reuters,0,0,0,0,0,1
2019-02-14,Financial_Times,0,0,0,0,0,1
2015-12-23,The_Wall_Street_Journal,0,0,0,3,0,1
2016-11-16,The_Wall_Street_Journal,1,0,0,0,0,1
2019-03-04,Financial_Times,0,0,0,0,0,1
2010-09-13,Thomson_Reuters,0,0,1,0,0,1
2015-11-25,Thomson_Reuters,1,0,1,0,0,2
2005-10-25,The_Wall_Street_Journal,0,0,0,0,0,1
2012-05-24,Thomson_Reuters,0,0,0,0,0,1
2017-05-09,Thomson_Reuters,0,0,0,0,0,1
2019-01-11,The_Wall_Street_Journal,0,0,1,0,0,1
2007-05-17,The_Wall_Street_Journal,0,0,0,0,0,2
2004-12-06,The_Wall_Street_Journal,0,0,0,0,0,1
2019-03-23,Thomson_Reuters,0,0,0,0,0,1
2014-03-24,The_Wall_Street_Journal,0,0,0,0,0,1
2017-05-14,The_Wall_Street_Journal,0,0,1,0,0,1
2013-04-04,The_Wall_Street_Journal,0,0,0,0,0,1
2009-02-23,The_Wall_Street_Journal,0,0,0,0,0,1
2009-11-11,Thomson_Reuters,0,0,0,0,0,1
2006-12-08,The_Wall_Street_Journal,0,0,0,0,0,1
2016-02-29,The_Jakarta_Post,0,0,0,0,0,1
2019-08-2,South_China_Morning_Post,0,0,0,0,0,1
2017-07-27,Thomson_Reuters,0,1,0,0,0,1
2013-03-19,Financial_Times,0,0,0,0,0,1
2016-10-20,The_Wall_Street_Journal,0,0,0,0,0,1
2019-09-16,Viet_Nam_News,0,0,0,0,2,1
2016-09-08,The_Wall_Street_Journal,0,0,1,0,0,1
2010-08-24,Thomson_Reuters,0,0,0,0,0,1
2013-11-27,Thomson_Reuters,0,0,2,0,0,1
2010-08-09,Thomson_Reuters,0,0,1,0,0,1
2019-11-05,The_Wall_Street_Journal,0,0,1,0,0,1
2019-11-27,Financial_Times,0,0,0,0,0,1
2002-02-22,The_Wall_Street_Journal,1,0,0,0,0,1
2019-06-05,Thomson_Reuters,0,0,0,0,0,1
2006-06-22,The_Wall_Street_Journal,0,0,0,0,0,1
2014-03-19,The_Wall_Street_Journal,0,0,0,0,0,1
2019-12-31,Thomson_Reuters,0,0,0,0,0,1
2017-05-25,The_Wall_Street_Journal,0,0,0,0,0,1
2000-04-06,The_Wall_Street_Journal,0,0,1,0,0,1
2015-12-27,The_Wall_Street_Journal,0,0,0,0,0,2
2019-11-08,Financial_Times,0,0,0,0,0,1
2014-11-26,Thomson_Reuters,0,0,0,0,0,1
2016-10-13,The_Wall_Street_Journal,0,0,1,0,0,1
2001-10-25,The_Wall_Street_Journal,0,0,2,0,0,1
2011-01-23,The_Wall_Street_Journal,0,0,0,0,0,1
2010-08-09,Thomson_Reuters,0,0,1,0,0,1
2013-11-27,Thomson_Reuters,0,0,2,0,0,1
2017-11-01,The_Wall_Street_Journal,0,0,0,0,0,1
2015-10-08,Thomson_Reuters,0,0,0,0,0,1
2010-08-09,Thomson_Reuters,0,0,1,0,0,1
2019-08-22,Thomson_Reuters,0,0,0,0,0,1
2018-03-09,Financial_Times,0,0,0,0,0,1
2015-11-24,The_Jakarta_Post,1,0,0,0,0,1
2004-07-07,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-21,Financial_Times,0,0,0,0,0,1
1999-08-31,The_Wall_Street_Journal,0,0,0,0,0,1
2012-01-06,The_Wall_Street_Journal,0,0,0,0,0,1
2009-08-19,Thomson_Reuters,0,0,0,0,0,1
2016-09-20,The_Wall_Street_Journal,0,0,0,0,0,1
2015-08-18,The_Wall_Street_Journal,0,0,1,0,0,1
2010-04-29,Thomson_Reuters,0,0,1,0,0,1
2019-11-18,Thomson_Reuters,0,0,0,0,0,1
2017-04-12,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-27,Thomson_Reuters,0,0,0,0,0,1
2014-01-21,The_Wall_Street_Journal,0,0,0,0,0,1
2017-09-01,Thomson_Reuters,0,0,0,0,0,1
2001-11-26,The_Wall_Street_Journal,0,0,0,0,0,1
2015-08-19,The_Wall_Street_Journal,0,0,2,0,0,1
2012-08-23,Thomson_Reuters,0,0,1,0,0,1
2002-04-30,The_Wall_Street_Journal,0,0,0,0,0,1
2000-11-24,The_Wall_Street_Journal,0,0,2,0,0,1
2013-03-29,The_Wall_Street_Journal,0,0,0,0,0,1
2002-01-18,The_Wall_Street_Journal,0,0,1,0,0,1
2019-02-28,Channel_News_Asia,0,0,0,0,0,1
2017-05-23,Thomson_Reuters,0,0,0,0,0,2
2019-09-16,Financial_Times,0,0,0,0,0,1
2015-05-04,Thomson_Reuters,0,0,0,0,0,1
2006-09-22,The_Wall_Street_Journal,0,0,0,0,0,1
2006-09-28,The_Wall_Street_Journal,1,0,0,1,0,1
2014-10-08,Thomson_Reuters,0,0,0,0,0,1
2010-10-27,The_Wall_Street_Journal,0,0,0,1,0,1
2014-02-21,Thomson_Reuters,0,0,1,0,0,1
2010-09-13,Thomson_Reuters,0,0,0,0,0,1
2019-10-04,Thomson_Reuters,0,0,1,0,0,1
2019-11-26,Financial_Times,0,0,0,0,0,1
2015-02-25,Thomson_Reuters,0,0,0,0,0,1
2005-02-11,The_Wall_Street_Journal,0,0,0,0,0,1
2008-11-29,The_Wall_Street_Journal,0,0,1,0,0,2
2019-08-23,The_Wall_Street_Journal,0,0,0,0,0,1
2005-12-16,The_Wall_Street_Journal,0,0,0,0,0,2
2010-08-23,Financial_Times,0,0,0,0,0,1
2014-09-04,Financial_Times,0,0,0,0,0,1
2007-01-24,The_Wall_Street_Journal,0,0,0,0,0,1
2013-01-02,Thomson_Reuters,0,0,0,0,0,1
2013-03-20,The_Wall_Street_Journal,0,0,0,0,0,1
2008-01-09,The_Wall_Street_Journal,0,0,0,0,0,1
2012-11-20,The_Wall_Street_Journal,0,0,0,0,0,1
2000-01-20,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-22,Financial_Times,0,0,1,0,1,2
2017-08-24,The_Wall_Street_Journal,0,0,0,0,0,1
2017-11-02,Thomson_Reuters,0,0,0,0,0,1
2016-03-23,Thomson_Reuters,0,0,0,0,0,1
2013-04-07,Financial_Times,0,0,0,0,0,1
2019-11-07,Thomson_Reuters,0,0,0,0,0,1
2016-10-31,Financial_Times,0,0,0,0,0,1
2014-09-29,Thomson_Reuters,0,0,1,0,0,1
2015-05-19,Thomson_Reuters,0,0,0,0,0,1
2001-09-05,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-21,Thomson_Reuters,0,0,0,0,0,1
2011-05-11,The_Wall_Street_Journal,0,0,0,0,0,1
2010-08-06,Thomson_Reuters,0,0,0,0,0,2
2016-09-06,The_Wall_Street_Journal,1,0,1,0,0,1
2009-11-23,Thomson_Reuters,0,0,0,0,0,1
2013-08-22,Thomson_Reuters,0,0,0,0,0,1
2012-11-26,The_Wall_Street_Journal,0,0,0,0,0,1
2017-11-22,The_Wall_Street_Journal,0,0,0,0,0,1
2010-11-23,Thomson_Reuters,0,0,1,0,0,1
2016-05-25,Thomson_Reuters,0,0,1,0,0,1
2016-09-09,The_Jakarta_Post,0,1,0,0,0,1
2018-04-30,Thomson_Reuters,0,0,0,0,0,1
2019-02-22,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-26,Financial_Times,0,0,0,0,0,1
2010-08-24,Financial_Times,1,0,1,0,0,1
2016-09-02,The_Wall_Street_Journal,0,0,0,0,0,2
2015-04-24,The_Wall_Street_Journal,0,0,0,0,0,1
2015-11-25,Thomson_Reuters,0,0,1,0,0,1
2016-04-06,Thomson_Reuters,0,0,0,0,0,1
2013-01-08,The_Wall_Street_Journal,0,0,0,0,0,1
2012-05-24,Thomson_Reuters,0,0,0,0,0,1
2015-05-21,The_Wall_Street_Journal,0,0,0,0,0,2
2004-08-16,The_Wall_Street_Journal,0,1,3,0,0,1
2012-07-10,Thomson_Reuters,0,0,0,0,0,1
2010-12-15,The_Wall_Street_Journal,0,0,0,0,0,1
2014-05-23,Thomson_Reuters,0,1,0,0,0,1
2008-02-06,The_Wall_Street_Journal,0,0,0,0,0,1
2018-08-01,The_Wall_Street_Journal,0,0,0,0,0,1
2017-11-19,Financial_Times,1,0,0,0,0,2
2009-08-19,Thomson_Reuters,0,0,0,0,0,1
2019-08-29,Financial_Times,0,0,0,0,0,1
2019-02-26,Channel_News_Asia,0,0,0,0,0,1
2016-08-25,Financial_Times,0,0,1,0,0,1
2002-02-22,The_Wall_Street_Journal,0,0,0,0,0,1
2001-03-24,The_Wall_Street_Journal,0,0,0,0,0,1
2013-04-11,Thomson_Reuters,0,1,1,0,0,1
2015-01-19,Thomson_Reuters,0,0,0,0,0,1
2019-03-25,The_Wall_Street_Journal,0,0,0,0,0,1
2018-11-30,Financial_Times,0,0,2,0,0,1
2011-11-09,Financial_Times,0,0,0,0,0,1
2015-02-25,Thomson_Reuters,0,0,1,0,0,1
2013-11-14,The_Wall_Street_Journal,0,0,0,0,0,1
2013-02-27,Financial_Times,0,0,0,0,0,1
2019-03-27,Thomson_Reuters,0,0,0,0,0,1
2005-06-20,The_Wall_Street_Journal,0,0,0,0,0,1
2010-04-29,Thomson_Reuters,0,0,0,0,0,1
2019-12-11,Financial_Times,1,0,0,1,0,1
2002-03-07,The_Wall_Street_Journal,0,0,0,0,0,1
2018-01-11,The_Wall_Street_Journal,0,0,0,0,0,1
2018-02-23,The_Wall_Street_Journal,0,0,0,0,0,1
2014-02-20,Thomson_Reuters,0,0,0,0,0,1
2019-08-22,The_Wall_Street_Journal,0,0,0,0,0,1
2017-01-18,Thomson_Reuters,0,0,0,0,0,1
2013-09-23,Thomson_Reuters,0,1,0,0,0,2
2019-03-28,The_Wall_Street_Journal,0,0,0,0,0,1
2013-04-11,Thomson_Reuters,0,0,1,0,0,1
2001-03-19,The_Wall_Street_Journal,0,0,0,0,0,1
1999-06-04,The_Wall_Street_Journal,0,0,0,0,0,1
2008-05-19,The_Wall_Street_Journal,0,0,0,0,0,2
2015-02-25,Thomson_Reuters,0,0,0,0,0,1
2015-02-27,Thomson_Reuters,0,0,0,0,0,1
2018-11-30,The_Wall_Street_Journal,0,0,0,0,0,1
1999-06-30,The_Wall_Street_Journal,0,0,1,0,0,1
2018-02-23,Thomson_Reuters,0,0,0,0,0,1
2012-09-27,Thomson_Reuters,0,1,0,0,0,1
2010-08-13,Thomson_Reuters,0,0,0,0,0,1
2008-11-18,Thomson_Reuters,0,0,1,0,0,1
2017-05-24,The_Wall_Street_Journal,1,0,0,0,0,1
2002-02-19,The_Wall_Street_Journal,0,0,0,0,0,1
2011-06-21,The_Wall_Street_Journal,0,0,1,0,0,1
2015-09-29,The_Wall_Street_Journal,0,0,1,0,0,1
2011-09-21,Thomson_Reuters,0,1,0,0,0,1
2019-03-25,Thomson_Reuters,0,0,0,0,0,1
2008-02-05,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-06,Thomson_Reuters,0,0,0,0,0,1
2010-08-18,The_Wall_Street_Journal,0,0,0,0,0,1
2016-05-05,The_Wall_Street_Journal,0,0,1,0,0,1
2015-03-31,Thomson_Reuters,0,0,0,0,0,1
2015-02-25,Thomson_Reuters,0,0,1,0,0,1
2012-07-12,Thomson_Reuters,0,0,1,0,0,1
2015-04-21,Thomson_Reuters,0,0,0,0,0,1
2015-09-16,Thomson_Reuters,0,0,1,0,0,1
2016-09-16,Thomson_Reuters,0,0,0,0,0,1
2003-03-17,The_Wall_Street_Journal,0,0,1,0,0,1
2019-03-22,Thomson_Reuters,0,0,0,0,0,1
2015-09-15,The_Wall_Street_Journal,0,0,0,0,0,1
2011-12-06,The_Wall_Street_Journal,0,0,0,0,0,1
2011-10-18,Thomson_Reuters,0,0,0,0,0,1
2014-05-23,Thomson_Reuters,0,0,0,0,0,1
2019-02-13,The_Wall_Street_Journal,0,0,0,0,0,2
2009-11-24,Thomson_Reuters,0,1,0,0,0,1
2017-09-26,The_Wall_Street_Journal,0,0,0,0,0,1
2017-11-13,Thomson_Reuters,0,0,0,0,0,1
2003-10-15,The_Wall_Street_Journal,0,0,0,0,0,2
2015-10-21,The_Wall_Street_Journal,0,0,0,0,0,1
1999-09-22,The_Wall_Street_Journal,0,0,0,0,0,1
2014-08-05,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-07,Financial_Times,0,0,0,0,0,1
2012-07-12,Thomson_Reuters,0,0,1,0,0,1
2004-12-16,The_Wall_Street_Journal,0,0,0,0,0,1
2016-06-21,The_Wall_Street_Journal,0,0,0,0,0,1
2016-03-13,The_Wall_Street_Journal,0,0,1,0,0,1
2016-10-11,The_Wall_Street_Journal,0,0,0,0,0,1
2005-02-09,The_Wall_Street_Journal,0,0,0,0,0,1
2003-08-20,The_Wall_Street_Journal,0,0,0,0,0,1
2002-03-25,The_Wall_Street_Journal,0,0,0,0,0,1
2016-04-05,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-06,The_Wall_Street_Journal,0,0,0,0,0,1
2015-09-13,The_Wall_Street_Journal,0,0,0,0,0,2
2011-12-31,The_Wall_Street_Journal,0,0,0,0,0,1
2016-12-07,The_Wall_Street_Journal,0,0,0,0,0,1
2011-05-17,Thomson_Reuters,0,0,0,0,0,2
2006-09-06,The_Wall_Street_Journal,0,0,0,0,0,1
2017-10-10,The_Wall_Street_Journal,0,0,0,0,0,1
2019-12-11,Thomson_Reuters,1,0,0,0,0,1
2010-08-07,The_Wall_Street_Journal,0,0,0,0,0,1
2010-02-18,Thomson_Reuters,0,0,0,0,0,1
2014-10-24,Thomson_Reuters,0,0,0,0,0,1
2019-05-23,The_Wall_Street_Journal,0,0,0,0,0,1
2010-08-24,Thomson_Reuters,0,0,1,0,0,1
2015-11-25,Thomson_Reuters,1,1,1,0,0,1
2006-12-12,The_Wall_Street_Journal,0,1,1,0,0,1
2014-04-24,Thomson_Reuters,0,0,0,0,0,1
2004-03-19,The_Wall_Street_Journal,0,0,0,1,0,1
2017-09-25,The_Wall_Street_Journal,0,0,0,0,0,1
2005-06-20,The_Wall_Street_Journal,0,0,0,0,0,1
2012-10-03,Thomson_Reuters,0,0,1,0,0,1
2006-12-07,The_Wall_Street_Journal,0,0,0,0,0,1
2010-11-26,The_Wall_Street_Journal,0,0,0,0,0,1
2004-05-17,The_Wall_Street_Journal,0,0,0,0,0,1
2012-04-04,Thomson_Reuters,0,0,0,0,1,1
2013-05-23,Thomson_Reuters,0,0,1,0,0,1
2010-08-26,Thomson_Reuters,0,0,0,0,0,1
2010-08-26,Thomson_Reuters,0,1,0,0,0,1
2012-10-09,Thomson_Reuters,0,0,0,0,0,1
2016-06-22,Financial_Times,0,0,1,0,0,1
2013-05-23,Thomson_Reuters,0,0,0,0,0,1
2010-08-09,Thomson_Reuters,0,0,1,0,0,1
1998-12-11,The_Wall_Street_Journal,0,0,0,0,0,1
2013-03-12,The_Wall_Street_Journal,0,0,0,0,0,1
2005-09-27,The_Wall_Street_Journal,0,0,0,0,0,1
2010-10-05,The_Wall_Street_Journal,0,0,0,0,0,1
1999-10-29,The_Wall_Street_Journal,0,0,0,0,0,2
2008-09-23,Thomson_Reuters,0,0,0,0,0,1
2015-10-05,Thomson_Reuters,0,0,0,0,0,1
2002-02-26,The_Wall_Street_Journal,0,0,0,0,0,1
2017-10-13,The_Wall_Street_Journal,0,0,0,0,0,1
2000-08-31,The_Wall_Street_Journal,0,0,0,0,0,1
2012-10-28,The_Wall_Street_Journal,0,0,0,0,0,1
2010-08-20,Thomson_Reuters,0,0,0,0,0,1
2005-05-19,The_Wall_Street_Journal,0,0,0,0,0,1
2019-02-28,The_Wall_Street_Journal,0,0,1,0,0,1
2010-08-23,Thomson_Reuters,0,0,0,0,0,1
2016-10-30,The_Wall_Street_Journal,0,0,0,0,0,1
2009-09-16,Thomson_Reuters,0,1,1,0,0,1
2013-05-23,Thomson_Reuters,0,0,0,0,0,1
2001-09-25,The_Wall_Street_Journal,1,1,1,0,0,1
2010-08-24,Thomson_Reuters,0,0,0,0,0,1
2012-02-28,The_Wall_Street_Journal,0,0,0,0,0,1
2019-12-12,Financial_Times,0,0,0,0,0,1
2012-05-24,Thomson_Reuters,0,0,0,0,0,1
2016-02-24,The_Wall_Street_Journal,0,0,1,0,0,1
2016-02-07,Financial_Times,1,0,0,0,0,1
2019-11-06,Thomson_Reuters,0,0,0,1,0,1
2019-10-18,Financial_Times,0,0,0,0,0,1
2018-02-25,New_Strait_Times,0,0,0,0,0,1
2015-10-21,Thomson_Reuters,0,0,0,0,0,1
2004-02-02,The_Wall_Street_Journal,0,0,0,0,0,1
2017-02-18,Thomson_Reuters,0,0,0,0,1,1
2007-12-31,The_Wall_Street_Journal,0,0,0,0,0,1
2008-09-23,Thomson_Reuters,0,0,0,0,0,1
2010-11-22,Thomson_Reuters,0,0,0,0,0,1
2016-03-23,The_Jakarta_Post,0,0,0,0,0,1
2019-06-20,Financial_Times,1,0,0,1,0,1
2018-05-29,The_Wall_Street_Journal,0,0,0,0,0,1
2013-02-08,The_Wall_Street_Journal,1,0,0,0,0,1
2010-09-05,The_Wall_Street_Journal,0,0,0,0,0,1
2019-11-06,The_Wall_Street_Journal,0,0,0,0,0,1
2012-04-13,The_Wall_Street_Journal,0,0,0,1,0,1
2010-08-20,Thomson_Reuters,0,0,0,0,0,1
2010-12-08,The_Wall_Street_Journal,0,0,0,0,0,2
2016-01-21,The_Wall_Street_Journal,0,0,0,1,0,1
2014-12-02,The_Wall_Street_Journal,0,0,0,0,0,1
2019-10-04,The_Wall_Street_Journal,0,0,1,0,0,1
